lipids,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20
CE 16:0,15.54984244,16.15909439,16.68173958,15.9904376,16.14760534,15.56476273,16.95787552,16.88333247,16.30079789,15.59696855,14.98106285,16.05879123,16.27987945,17.53692548,14.6528343,16.41212149,13.24530489,18.36766212,14.1107864,15.95273703
CE 16:1,12.23883487,12.03521304,12.64887104,12.08960238,12.0338172,12.08913125,10.27710286,11.47005464,13.37685123,9.618308469,11.88660517,12.27125922,12.87003622,13.33527918,12.7789155,11.02567621,12.62176541,12.31754867,12.37684056,11.76828671
CE 18:0,12.96585469,11.01717789,12.71466132,13.39129521,13.52108527,12.53374545,14.24847081,11.91428606,12.92179172,13.09923154,10.91866077,14.33760023,12.89076019,13.06873184,14.07822397,11.81542722,11.02327694,8.484046713,14.26467307,12.85466654
CE 18:1,10.65101264,11.68595336,9.466494162,14.65341237,12.03154739,8.214110725,13.89308621,12.11862839,11.92093743,9.673518104,10.49611827,12.25018099,12.03650308,10.39581564,12.33236896,11.74644658,9.995174707,5.77521071,15.70154903,10.30008578
CE 18:2,10.79446838,12.20326689,9.609920912,14.97363977,11.72458479,10.35060336,14.45227846,12.95866382,12.03591755,10.69074923,9.875775967,12.05382281,14.1228864,10.90706928,12.61366697,12.75456662,9.750112365,10.58680566,15.27262468,10.42714697
CE 18:3,15.68622806,14.43503079,14.5108083,15.55076801,15.49588736,14.76877865,16.18489057,14.00586411,14.83741212,14.95063453,14.20632222,16.42042567,13.6821696,14.12918783,15.93574549,15.4683947,15.38240834,9.836389271,13.97692286,13.59959142
CE 20:0,12.32817325,12.77591724,12.49253053,11.48766636,12.37831264,11.98280819,12.61057665,14.15011903,11.78213307,14.56457993,12.99626574,12.08091674,12.5602538,13.12030909,12.16434038,13.06059443,11.33310523,15.26943875,12.86291953,12.35595457
CE 20:4,9.954960957,9.372321376,8.505282356,14.84632321,8.050244467,5.38983709,12.73450418,10.74306685,10.03152722,7.11587101,8.745448124,9.854107067,9.245582017,7.505775879,9.907674039,9.219139366,7.493640312,11.89195371,15.41521637,8.11559987
DG 14:0/16:0/0:0,13.88935505,14.17470503,15.45508644,14.36944521,16.05826467,16.01579054,13.30311395,15.53739452,15.92860234,18.03188991,16.03231981,15.59505682,13.31330512,15.73072235,16.4091071,13.39151433,16.22729019,13.18075427,11.88343221,14.62300011
DG 14:0/16:1/0:0,13.92402363,13.59623286,15.14965144,13.22421976,16.47016035,16.82453555,12.52754736,15.15774209,15.21677865,18.12636505,16.01139941,15.68147081,14.12916708,14.90322828,15.77757629,12.92959635,16.15395168,13.08745336,11.79190771,15.45660083
DG 14:1/16:0/0:0,13.92945983,13.59937429,15.15711561,13.22074015,16.47077715,16.8249321,12.54427838,15.15899784,15.21856408,18.13407819,16.03092762,15.68646885,14.13234177,14.91293734,15.76797877,12.94486036,16.15332734,13.05815455,11.65135305,15.46041287
DG 12:0/18:2/0:0,12.44751903,12.41545152,13.65565199,11.33454214,16.08246677,16.1502846,12.03869464,14.12340496,13.79721876,16.39645169,15.74538693,14.2829045,13.92348663,14.37498384,14.74404508,11.31226233,14.75768194,12.68253693,10.8323738,14.37480545
DG 15:0/16:0/0:0,10.37219729,11.75004378,13.80664032,11.44991387,13.57010841,13.56089178,10.72245623,12.2971609,13.98273037,14.35564452,11.11166286,13.36916091,12.02402137,14.24764574,13.297242,10.08655441,12.9743998,10.3944823,11.23152664,12.30313276
DG 17:0/14:0/0:0,10.6111294,11.6444463,13.76778946,11.62872421,13.69198005,13.71016809,11.32000126,12.35828757,13.96962224,14.62054755,12.44101554,13.40455785,12.25772464,14.26745291,13.34889588,10.70884468,12.87466905,9.879494087,11.11336034,12.42370626
DG 15:0/16:1/0:0,10.29259855,11.02963512,11.75124276,11.53584279,11.62398556,11.79642383,11.05673124,11.37251913,10.66388828,12.85260301,11.01924064,11.57017309,11.00816945,11.29763027,12.27026091,10.44407391,12.00858674,6.769901909,9.610237775,10.99289083
DG 15:0/17:0/0:0,14.76847352,14.80610472,16.06950256,15.18950665,16.0288824,16.13983428,15.08911151,15.36535029,15.89591402,16.86013728,15.89522327,15.62024307,14.51037917,16.05253845,16.94385609,14.44256897,16.27715637,14.70226359,14.89008532,15.09725087
DG 14:0/18:1/0:0,15.91808695,16.52899702,17.69514816,16.06380607,18.1810108,18.18236989,15.23455878,17.19306371,17.43526096,20.33154001,18.00638095,18.34829374,16.07354327,16.80927355,17.80269255,15.29451685,18.48967874,16.87852233,14.52763397,17.05025051
DG 16:1/16:0/0:0,15.98671897,16.44610226,17.60413921,15.95182411,18.03474903,18.11355175,15.00284474,16.87090188,17.26159866,20.13293857,17.91476152,18.26975526,15.85227075,16.76597046,18.11251871,15.13642724,18.55953869,16.43396048,14.87830948,17.17917965
DG 14:0/18:2/0:0,15.17073162,15.33842721,16.56749096,14.6985781,17.90945044,17.69441002,14.50819675,15.89534938,16.23527611,18.41166807,17.89547384,17.38997999,15.45875124,15.73699425,17.08484123,13.9711134,17.68207793,15.56180709,14.15227513,16.16620582
DG 16:0/17:0/0:0,12.44070547,12.96921682,15.07785845,12.04888035,14.70363819,14.93954857,12.37916825,13.07621944,15.721113,14.35284692,12.19988048,15.14772273,14.29308674,15.44353431,14.04678651,12.11380534,12.99367639,9.381682138,12.41946991,13.59400019
DG 15:0/18:1/0:0,12.0742775,12.86211006,14.19059297,11.90798428,14.97653571,14.20733266,12.31492165,13.81930414,14.11778641,16.03069521,14.36595686,14.62783335,12.59031468,13.74688761,14.15041402,11.7500404,14.99878314,10.88942985,12.52803721,13.65073451
DG 17:1/16:1/0:0,12.12086395,12.86520544,14.5848931,12.71031225,14.29675023,14.09186621,12.66270558,13.53949408,14.39121109,15.55485406,13.63329566,14.1521899,12.94329961,13.72910148,14.48702351,12.35331938,14.61200068,9.628197066,11.95271677,12.9103037
DG 16:0/18:0/0:0,15.51118331,15.58035308,16.33929234,15.85699871,16.05420525,15.85716495,16.12276913,15.87718234,16.15621007,17.01301447,15.36062349,15.70696336,15.05068199,15.84469998,16.88094103,14.90744546,16.4675185,14.64827311,15.18948507,15.50138691
DG 16:0/18:2/0:0,17.68862018,18.21595365,20.9588493,17.07722163,20.98524752,20.90176739,17.85317251,19.04074216,19.90533027,21.25168148,20.4272015,20.11469342,18.68767207,19.57213142,20.50176272,17.48907287,21.0209296,19.26764492,16.9524844,19.23955341
DG 16:1/18:1/0:0,17.62281894,18.06686125,20.8245611,16.86584399,20.97107767,20.87886468,17.71962054,18.81052353,19.77216643,21.11433778,20.37272989,19.9670833,18.43714704,19.44299994,20.82687261,17.25910079,20.99701634,18.98789923,17.15147551,19.22273692
DG 16:0/18:3/0:0,15.54366277,15.19807933,17.62757157,14.76555108,18.11605949,18.08486627,14.78431902,16.13617557,16.34039453,18.02847181,17.96931133,17.66227602,15.74228411,15.95431689,17.45799979,14.50094229,18.50643955,13.85057727,14.20317049,16.45469214
DG 16:1/18:2/0:0,15.54366277,15.19807933,17.62757157,14.76555108,18.11605949,18.08486627,14.78431902,16.13617557,16.34039453,18.02847181,17.96931133,17.66227602,15.74228411,15.95431689,17.45799979,14.50094229,18.50643955,13.85057727,14.20317049,16.45469214
DG 16:1/18:3/0:0,14.37742795,13.12628501,13.95122406,13.54295964,14.90760948,14.93446486,11.47822976,12.08585481,12.25585736,15.07483844,14.94469957,14.61898715,12.70243965,12.47634878,12.15393968,11.63215244,14.94140089,10.90625631,10.78817018,13.20071636
DG 17:1/18:1/0:0,12.79403824,13.47941058,14.85416136,12.43678114,15.22797893,14.88340117,13.32292506,13.75779262,14.35125577,15.4812679,14.92577362,15.04380557,13.26659206,13.48471323,14.65166095,12.49514142,15.33961815,12.27946899,13.01735236,13.71289701
DG 18:2/17:0/0:0,12.81893417,13.50847549,14.80113134,12.49798853,15.20468119,14.89976726,13.30360467,13.78674568,14.36850496,15.50544081,14.9550288,15.06383871,13.30126407,13.46991017,14.60798556,12.50308807,15.31963358,12.35198068,13.03222305,13.71344148
DG 17:0/19:0/0:0,13.62158866,14.05853208,14.5031635,13.58929321,14.49325274,14.36954405,14.02506568,14.01988922,15.19096033,14.24082215,13.57981821,14.38048218,13.50338055,14.7828989,14.4300024,12.8593277,13.54005653,11.47409221,13.7945515,13.99503221
DG 16:0/20:1/0:0,15.66110088,16.1375216,17.39843938,17.06315275,17.81369812,16.82871479,17.84292012,16.83341532,17.40271651,17.68066947,16.62512449,17.18108119,15.85022654,16.91503241,17.25183076,15.60394169,16.95843917,14.48945874,16.51434314,15.54704173
DG 18:0/18:1/0:0,15.67189785,16.11524162,17.37449611,17.04399056,17.85592315,16.85437452,17.85282277,16.80394895,17.41664338,17.69548152,16.62278567,17.20418652,15.83890433,16.92921947,17.35987572,15.50267495,16.98875345,14.66257837,16.65297329,15.59252672
DG 16:0/20:3/0:0,17.99288014,17.67947465,20.0025058,17.00610146,20.95228829,19.72473021,18.07728847,17.95766636,18.63723898,19.54662956,19.69003891,20.30079549,18.20502203,18.18801756,19.47153642,16.79463128,20.54659972,17.52074568,17.05670883,18.30696457
DG 18:1/18:2/0:0,18.00784226,17.67517476,19.99403574,16.99104017,20.97118307,19.73245065,18.0879509,17.93592453,18.61298419,19.51820897,19.69807623,20.31055972,18.17761862,18.16428489,19.52152915,16.77960635,20.58130569,17.4737306,17.07836939,18.31383251
DG 18:2/18:3/0:0,15.3517798,13.87494256,15.97071192,13.76886133,17.23278096,16.77566724,13.73635011,13.9869567,14.30725679,15.44684109,17.30016262,15.69697795,14.09162975,13.55815687,15.31967424,13.10960126,16.68969306,11.0491791,12.92326884,13.99210092
DG 17:0/20:1/0:0,13.47561829,14.16508465,14.09572863,14.59103604,14.0277339,14.18935237,14.24006397,13.19795223,15.88256873,14.99381207,13.44468963,15.98033385,14.10589664,15.16049665,15.04823466,14.71328126,12.80320688,10.83995756,15.52877567,14.12068869
DG 18:2/19:0/0:0,12.09172213,12.21755616,12.79942527,11.96806503,13.53313742,12.83187744,12.71717664,12.15512789,13.6029929,13.89108071,15.62388149,13.91204415,12.20471908,12.34206449,13.74805419,14.69874597,12.62832137,12.60391001,12.43360609,11.86943546
DG 16:0/22:0/0:0,13.07509785,12.74870309,12.42021638,13.94928157,11.49869063,11.69417686,13.73678891,13.10144755,12.01604079,12.20401777,9.609098732,13.57761012,13.11237163,12.17785241,13.99629358,13.21542269,10.24063773,8.263570032,15.22322946,12.23394817
DG 18:0/20:1/0:0,12.32915266,12.31666512,12.49815522,14.3653407,13.54821695,12.31512573,14.89623349,12.61151027,13.58754619,13.28731193,13.05184202,13.18612159,12.41628477,11.94606945,13.02834795,12.57419448,12.13971857,10.99435534,13.46175769,10.90099418
DG 18:1/20:0/0:0,12.41159363,12.27472572,12.5154824,14.37851807,13.42810573,12.43037337,14.97476477,12.77689014,13.65580325,13.48421827,13.78342403,13.2342808,12.39508476,12.00760187,13.27504558,12.68685951,12.15782153,10.95643175,13.33686886,11.38979794
DG 22:1/16:0/0:0,12.46319261,12.47519109,12.55251911,14.36974943,13.39078191,12.40392814,15.00001826,12.78335353,13.62817459,13.45132925,13.4944281,13.22256007,12.38449207,12.0007707,13.27474273,12.88121174,12.25066307,10.23736503,13.23921626,11.03602599
DG 18:0/20:2/0:0,14.3206353,13.26201101,13.78686258,15.05068818,15.0508312,14.38434572,15.7194985,13.7358681,14.79960044,15.08435841,13.62547306,15.63894982,13.55642358,13.70905537,15.25649207,13.74090739,14.49124308,9.023425441,15.00227923,13.35884575
DG 18:2/20:0/0:0,14.68443521,14.01921675,14.03191999,15.86025708,15.78464426,14.73369548,16.43158779,14.5911909,15.47314917,15.81449733,14.06977512,16.35490117,14.36572834,14.25646966,15.20142128,14.51945326,14.75206871,12.1152474,14.88346799,13.73819077
DG 18:0/20:3/0:0,16.41288124,15.2858132,15.47370641,16.80255635,16.44722602,15.59177488,17.22457566,15.18531912,15.24536764,16.14245629,14.99884318,17.28880513,15.16632519,14.33765072,15.85699,16.75299738,15.91533623,12.39758691,14.71145124,14.56228862
DG 18:2/20:1/0:0,16.39153505,15.27012474,15.45028886,16.71906608,16.44136184,15.61449705,17.14430419,15.04239474,15.96492792,16.22039753,14.93621286,17.22783953,14.78584169,15.03795744,16.59220522,16.64686239,16.01207384,13.06044359,15.07299114,14.47010079
DG 20:2/18:1/0:0,14.0320929,12.85916844,12.62234253,14.25955127,13.91708197,12.92662564,14.39681113,11.96322858,13.23842645,13.22736204,12.88857004,14.82918496,13.38662919,11.95087052,13.80712808,14.10824269,13.63757417,9.221379513,13.74656159,11.61502816
DG 18:1/20:3/0:0,16.91862,17.99379678,16.69593636,17.74253947,16.83523015,16.08859024,17.80489708,17.94747135,16.6921569,17.65111595,15.79819751,18.53455967,17.0318534,16.43241128,17.5888248,17.78560573,16.67531278,15.87178165,16.02263955,16.03523713
DG 18:2/20:2/0:0,17.02515515,18.04680322,16.67178933,17.68765622,16.80404229,16.19477506,17.81115655,17.94671579,16.71179981,17.62008411,15.82002619,18.53975804,16.97651045,16.47925434,17.76942416,17.79505581,16.7445146,15.59623054,16.22535579,16.02406152
DG 18:2/20:3/0:0,16.17923506,15.98658582,16.65659725,15.75646527,18.09313158,16.75204174,15.57705563,16.06376624,16.91520276,17.58511139,15.42654792,18.2025378,15.19606306,15.00315373,17.24437645,15.20688929,17.1343796,12.10973406,15.49128318,15.88821733
DG 17:0/22:1/0:0,14.750948,12.63080376,12.68398872,13.84444248,13.3008991,13.12869257,14.83002459,13.29392361,13.52281878,14.61726663,15.26598061,13.3271214,13.99537833,15.44723927,15.01474859,15.73088598,11.38717622,15.34553366,15.17134098,14.53281079
DG 16:0/24:1/0:0,15.22822772,13.55863801,13.45593139,14.65082715,13.6958804,13.47464559,15.66106068,14.35734915,14.34304474,15.93048025,14.43436891,13.60492908,14.56339702,15.70153532,14.0458695,15.20730849,13.0610206,18.66988775,14.96293146,14.70364979
DG 18:1/22:0/0:0,14.81639511,14.1581065,14.79197359,14.19665778,14.66250767,14.7803799,15.03324024,15.20927568,13.85128516,16.89713915,15.80419994,13.85830539,13.99163357,15.16419715,13.84019186,16.46347124,12.86112328,17.5768476,14.95011286,14.15813143
DG 18:1/22:1/0:0,11.39869662,11.93616791,11.52799866,14.12378259,12.67315096,12.44493752,14.14043821,11.80145238,11.9818947,12.70068349,13.6850853,12.41247741,11.8162614,10.70388679,12.53374456,13.33262402,10.24323461,8.90138136,12.08928166,11.05797659
DG 18:2/22:0/0:0,11.61036443,11.60450673,10.46556276,14.0332982,11.93543663,11.07870504,14.07140945,10.6894795,11.65344465,12.28065752,12.49375897,12.22900034,11.58047268,10.44694435,12.2429063,12.3716344,10.51694984,9.292431647,12.56466646,9.863158203
DG 18:2/22:1/0:0,12.75653883,11.43305452,10.64109031,14.13741523,10.7296146,10.75077343,14.49729944,11.10065484,11.78238322,10.96112171,11.76411816,13.668614,11.65008228,9.833361716,11.63528632,12.22677663,9.775163434,9.346097238,12.16792225,9.845824375
DG 22:2/18:1/0:0,11.94195833,11.65196704,10.60521214,14.06366134,12.19845868,9.839039465,14.4694089,10.79400922,12.00709309,11.45283388,11.80377857,12.76328658,12.13878012,9.886129455,12.15367589,10.92344448,10.0687797,8.959696861,12.82274201,8.936743221
DG 16:0/26:0/0:0,11.19779042,13.46817057,13.78706579,12.1589899,14.28428457,14.10432893,11.37255817,14.01845066,12.47513656,15.43479596,14.64347647,13.19636474,11.99953901,14.27736294,14.0119776,13.75725812,11.72687966,14.04280811,11.34849519,13.89993508
DG 16:0/26:2/0:0,10.65808996,11.3975419,11.96284692,13.54194714,12.13545753,12.76952547,13.83587062,12.23855793,11.20729374,13.58166027,12.90138115,11.21451716,11.6680672,10.90237476,12.80665611,12.21756002,12.46962354,10.25639096,12.84209068,11.61147972
DG 18:1/24:1/0:0,10.6703416,11.8977226,12.28149426,13.77557871,12.6613947,13.260704,13.42748725,12.12578601,11.35041806,14.28792324,13.53715676,11.93522987,11.60973081,11.39885418,12.79229429,13.23147456,11.08069997,12.35134185,12.09382033,11.99952107
DG 18:2/24:0/0:0,10.68388105,11.89626793,12.25432586,13.76276206,12.48941353,12.97684317,13.42029115,12.08587456,11.30855063,14.25446495,13.51455035,11.91314632,11.62045852,11.3739482,12.7836172,13.18990727,11.11396424,12.26248798,12.14121048,11.98084393
DG 18:2/24:1/0:0,10.63729782,10.79373283,10.95983114,13.5872394,11.35111856,11.26857087,12.97182152,11.21417196,10.64555305,12.41465318,12.40787548,10.69847061,10.68260732,9.938741839,11.63424238,11.08667281,10.51620973,9.535385604,11.8195268,10.30038963
DG 20:3/22:1/0:0,11.23246029,11.37740222,9.665970758,12.31948172,11.26033905,10.12220551,13.28179889,10.98912366,10.81829941,10.58639362,10.28979817,11.36363685,9.444074793,8.981200279,10.07234099,11.67946206,10.40975664,5.109219717,10.76111558,9.844923276
DG 18:1/26:0/0:0,12.29638017,13.07671895,13.92157545,12.25735075,14.16331239,14.16330738,11.32120933,14.16530881,12.44471739,15.88697419,14.8397277,13.9908607,13.17925122,14.58343622,15.02066094,14.28449945,13.37646122,14.58810901,11.40838075,14.60876927
DG 18:1/26:1/0:0,10.54592252,11.91118899,13.11716939,12.52436489,13.03398326,13.7389647,11.64250974,13.42911232,11.16085042,14.89781196,14.20519285,12.50950718,12.08214048,12.53139673,14.13031,12.85436308,12.33494968,12.28885154,11.43576872,13.13996932
DG 18:1/26:2/0:0,10.92475606,11.75116197,12.11870593,12.63887033,12.1232603,13.02405548,12.4352424,12.31741987,10.00607306,13.6946088,13.54642265,12.39989777,11.2525744,10.88304371,12.13950413,12.72548636,11.71111821,11.86470624,10.75982571,12.1684043
DG 26:2/18:2/0:0,9.996181532,11.84357906,10.61723563,11.59165196,10.92260676,11.80764049,11.39590428,11.52909424,9.767161907,11.53077861,12.65873237,10.79106587,10.01518273,12.13491511,11.0950963,12.53632693,10.89990077,12.64947207,11.33058089,10.75604068
lysoPC 15:0,11.55384179,13.48584366,10.9269968,15.41582695,13.91188261,12.23833794,14.85913613,13.88496077,13.10318347,12.42403153,12.22062659,13.32939472,12.78134113,13.41220654,12.2915984,12.93176657,14.16723721,13.77603127,15.86563403,13.21685439
lysoPC 15:1,12.47803249,14.10252417,11.58173119,15.25769884,15.03682824,14.1430024,14.30645307,13.87455325,13.33920258,13.98860856,12.23479951,14.17480018,13.86861253,14.63847142,11.74036745,12.58656173,13.92294571,12.84807203,15.66859797,14.72358542
lysoPC 17:0,22.14291406,21.6680535,21.90082727,21.19891168,23.21264084,22.62435568,22.58880986,22.73185613,22.25359508,21.79470754,23.00138153,22.34837419,22.29682534,23.98790579,22.66478192,22.95077771,23.15578348,32.00111251,21.57462386,22.62087138
lysoPC 17:1,12.76177837,12.83860007,10.80134567,14.22876958,13.18448614,12.29684915,13.81251636,13.66377148,13.37771659,11.99438421,11.55850529,13.53106545,12.62108609,12.13830529,12.59582666,12.05045241,13.62755551,12.8687315,15.7270534,13.05381647
lysoPC 17:2,11.4157872,12.47852039,10.90842919,12.53082749,12.91298067,13.09151736,10.91981159,12.45599453,12.70381787,12.00438478,9.849890525,12.21418892,12.22751152,11.25202205,11.16234604,10.26058257,12.97581298,10.91187124,13.23699338,12.79513012
lysoPC 21:0,10.49957346,12.22434862,10.47420372,14.52370928,10.28988091,8.636014811,13.63228047,10.82246626,10.05259769,11.17514036,10.6192914,10.14600939,9.799666269,9.105699949,10.47293505,9.808327559,9.692875282,7.73827096,14.28381263,10.52566647
lysoPC 24:0,9.646533152,12.59121554,8.343038586,15.30188134,9.455477999,7.795268236,13.7124074,11.704287,10.84178447,10.54937449,9.768679969,9.645851417,10.12363489,8.106533776,9.032016347,11.0048721,9.559067435,10.73121683,15.31285424,9.98540816
PA 7:0/16:1,10.13961789,11.68764407,8.037490035,8.490126086,8.878196965,7.057602063,12.7482639,9.771867746,7.820271904,9.245036595,8.196020335,11.65853808,11.24397597,10.80073217,11.32222518,10.36235598,8.244623927,10.90482033,11.03053323,9.955269838
PA 9:0/26:1,13.12667523,13.24946554,5.196095887,15.24490414,12.06440946,12.70291086,14.19254009,15.00089148,13.29931358,13.73641176,12.63307925,12.86627144,14.82738173,12.71589187,11.60769939,14.88108687,12.99438848,9.443276854,11.7362484,12.81335051
PA 26:0/26:0,10.22065825,10.1284415,11.97413062,9.589778968,11.68345081,10.7180642,9.877749114,11.12800751,9.942626775,8.29604801,10.87181552,9.813450686,11.43875,10.78371519,10.1590565,11.28630887,10.9742976,15.96425244,8.763064976,11.27911082
PC 11:0/17:2,12.34307935,15.94468074,15.03312442,13.56962743,13.68933159,12.70267341,13.95342424,15.23309532,13.80605693,10.52645449,13.58555842,11.00605935,10.56788434,9.885535626,12.57189029,11.51406048,14.04872028,10.45760618,12.22138582,12.24689377
PC 13:0/16:1,12.40174193,15.31842191,10.23022817,14.75665975,9.653468905,9.484949947,12.83088109,11.79987274,11.11735101,9.955168915,9.995564979,12.89979127,10.90444975,8.794106871,10.40850732,11.99247496,10.5128586,10.01305598,10.08134709,8.797205009
PC 14:0/15:1,12.52156271,15.23821754,9.601313086,14.63579422,9.578458496,9.456723729,12.76225697,10.24243184,10.78204953,9.885645635,9.937967225,12.80716714,11.07485626,9.0177371,10.37517613,12.11666657,9.544370349,10.41964242,10.22940743,9.477960497
PC 26:1/3:0,10.90576074,13.2939545,8.950141708,12.72449741,9.511240592,9.6038496,11.4887277,10.84945391,10.59278876,11.1795373,11.86605211,11.36242694,9.594406304,10.13791553,10.09715011,11.63091259,11.96166407,9.562524898,11.21814407,9.816147627
PC 7:0/22:1,12.91506983,15.44429228,8.517891033,14.8682973,9.45861733,9.592075813,12.36757825,11.02747144,11.27933366,10.32066001,9.912725455,12.96284251,11.86778511,8.213741031,9.247808814,12.55020799,9.709919717,8.906641263,10.3785117,8.99995349
PC 11:0/19:0,15.94066386,16.168928,14.96825942,16.22168057,15.48121865,14.72569965,14.8356953,14.28593827,13.85378562,15.57018591,13.87049863,14.83829716,14.40099269,14.57671168,14.24669413,14.93945188,15.01110629,9.426530141,14.29739736,14.17588235
PC 13:0/17:0,15.71213055,16.77691759,14.82842607,16.20600083,15.54936177,14.45034236,14.75731173,14.18631127,13.85057773,15.75630585,14.30214827,14.57083003,14.72199444,14.52403096,13.45799873,14.75398269,14.73666264,8.9199294,13.88807078,14.16102708
PC 15:0/15:0,15.96541484,16.16860747,14.9461854,16.22089981,15.47005814,14.72151688,14.84910439,14.26317905,13.8659173,15.5505768,13.71641622,14.67188824,14.40271654,14.56162707,14.29581763,14.92793772,15.04685568,10.14055231,14.33081536,14.15932299
PC 6:0/24:0,15.94892364,14.40304104,14.66509086,16.16808322,15.36667435,14.64145972,14.51943098,14.3340933,13.6329884,15.55149169,13.84937482,14.70226359,14.59291285,14.5117802,13.89123849,14.96803569,15.06393909,10.75752711,14.54396718,14.08759132
PC 7:0/23:0,15.94858521,16.16901381,14.96093904,16.22144132,15.47792368,14.72488889,14.84017951,14.27839229,13.86335921,15.56367913,13.81440018,14.68613783,14.40156754,14.57170039,14.26325905,14.94481812,15.0231208,9.475503531,14.30862709,14.17038355
PC 8:0/22:0,15.83366727,13.91097953,14.11141162,15.53718211,14.68177667,14.19844001,13.66645293,13.67334219,13.44834802,14.98476013,13.39226202,14.04199957,13.64988324,14.08905835,14.08187227,14.07898165,14.50940161,9.596321566,14.84746517,13.83637589
PC 10:0/20:1,14.91474809,14.61581411,14.77331469,14.67140915,15.62969027,15.43142582,14.93959793,15.72563321,14.94012034,15.37802137,15.91743408,14.95166509,15.71169139,15.97875507,14.50188997,14.89788434,15.99596154,12.45022201,13.91925838,14.80066547
PC 13:0/17:1,12.49998661,13.12459643,12.5226418,11.84784,13.14053417,13.54052094,12.64356454,12.93795462,12.69690391,12.44887681,13.61832245,13.05307198,13.06644442,14.00664033,13.37141865,12.77704343,14.16558252,11.26126497,14.25981536,13.08304937
PC 14:1/16:0,13.47146498,14.00357619,8.710594676,15.76263913,9.572212144,10.20435107,12.51604279,12.19459035,12.26779485,11.73061097,11.13656408,13.97478162,12.63437852,9.391468824,11.87080627,12.89333948,11.04966297,5.062515473,11.78656388,11.52357721
PC 15:0/15:1,13.7833726,13.5346844,13.73541964,12.67004934,14.23245931,13.2528837,13.03969145,12.88138096,12.91064668,13.87718006,14.51470343,12.61598847,13.57785339,14.34845497,13.8218277,13.78850114,14.98712262,11.36228399,14.08727906,13.88030173
PC 17:1/13:0,14.26131276,13.23314776,13.88114061,12.89963367,14.65194097,14.69616644,14.00252507,14.0557451,13.92363054,13.7975647,15.20341792,13.96248544,14.10974016,15.29442367,14.32933092,14.55749402,15.39002275,12.45739523,15.12447864,14.47135659
PC 4:0/26:1,15.96971284,16.31959502,15.65991269,16.42409306,16.20031162,16.10583598,15.96567624,17.37558503,16.17841644,16.90816636,13.8135648,16.50353684,16.78755128,15.60002428,14.90721032,17.18605002,13.97418023,12.14173295,14.23259848,15.83878331
PC 6:0/24:1,13.55432604,13.2724979,13.05441096,12.05816598,13.67037322,13.82740273,12.83866077,12.69034062,12.52259761,13.27478796,14.18859134,12.23292064,13.32272116,13.10447355,14.34713861,13.08175707,14.53652941,10.97479473,13.91464845,14.2533627
PC 8:0/22:1,12.8619209,12.92779612,13.42612178,11.27382389,13.38874975,13.16286619,11.61319302,11.48460858,11.65505546,12.07890482,13.277237,12.65521747,12.78121849,13.6395434,13.09722306,13.20781382,13.15170273,11.36401713,13.39115929,13.57521786
PC 10:0/22:0,15.18980301,15.0210767,14.07707912,14.78233593,14.65371807,14.48534545,14.70226359,15.40455491,15.28949575,14.92107901,15.01304335,15.27557626,16.00490434,14.57177528,15.88593896,15.60755786,15.12587972,12.89730954,14.85105929,15.2298736
PC 11:0/21:0,15.10789505,14.61921462,14.04126281,14.41302059,14.37337188,14.17126666,14.5014387,15.15508057,15.04247289,14.70226359,14.60269296,14.92148193,15.58956883,14.22235529,16.11127367,15.11907824,15.03932755,12.00352475,14.97447849,14.57995505
PC 14:0/18:0,15.15168544,14.95421909,13.99026947,17.34628028,14.65966026,14.58295142,14.67205904,15.44583449,15.28663938,14.95854035,14.9258673,18.12311128,17.0284554,16.51445241,15.93949866,15.6160291,15.09474461,11.62970313,17.23405736,16.94687114
PC 15:0/17:0,15.24994712,14.87151923,14.20030117,14.66614882,14.70294177,14.48906331,14.74043617,15.28502972,15.50165646,14.8280605,14.87826787,15.27174396,15.92312964,14.61406458,15.9072322,15.42657746,15.2976503,12.71457203,17.49469491,15.10882866
PC 16:0/16:0,15.00004922,14.57787164,13.82134388,14.33266375,14.19104645,14.10113849,14.43667526,14.81792421,14.95757312,14.6887281,14.50152667,14.83064387,15.47771829,14.06111122,16.15568228,15.0670957,14.89448759,12.02925854,17.58641641,14.53511274
PC 18:0/14:0,15.1704695,15.06442109,14.11344036,14.82196347,14.66065864,14.56294059,14.69172425,15.42311504,15.25797387,14.94452256,14.99164028,15.25363377,16.02645771,14.55455842,15.84915718,15.61179977,15.09960863,12.750715,14.83171955,15.24908339
PC 6:0/26:0,15.24460441,14.8767879,14.19155181,14.68218865,14.70226359,14.48730871,14.74093452,15.29851323,15.48716176,14.83345276,14.89989023,15.27604663,15.92873625,14.60918151,15.90340234,15.44844949,15.27878214,12.77690957,14.93590292,15.11571942
PC 8:0/24:0,15.11725969,14.97531867,13.9704367,14.91262798,14.75112003,14.7045525,14.56898723,15.52617206,15.31921765,15.09521287,14.78636379,15.26379023,16.05093345,14.57874455,15.6965404,15.66283769,15.11996975,10.8618931,14.76957684,15.23913841
